redcode ,date,ticker,sector,spread3y
08EB67,20040101,BBY,ConsumerServices,0.003823333
08EB67,20040102,BBY,ConsumerServices,0.003823333
08EB67,20040105,BBY,ConsumerServices,0.003823333
08EB67,20040106,BBY,ConsumerServices,0.003823333
08EB67,20040107,BBY,ConsumerServices,0.003897761
08EB67,20040108,BBY,ConsumerServices,0.003857466
08EB67,20040109,BBY,ConsumerServices,0.003802162
08EB67,20040112,BBY,ConsumerServices,0.003823333
08EB67,20040113,BBY,ConsumerServices,0.003823333
08EB67,20040114,BBY,ConsumerServices,0.003823333
08EB67,20040115,BBY,ConsumerServices,0.003823333
08EB67,20040116,BBY,ConsumerServices,0.003823333
08EB67,20040119,BBY,ConsumerServices,0.003823333
08EB67,20040120,BBY,ConsumerServices,0.003823333
08EB67,20040121,BBY,ConsumerServices,0.003823333
08EB67,20040122,BBY,ConsumerServices,0.003676536
08EB67,20040123,BBY,ConsumerServices,0.003209852
08EB67,20040126,BBY,ConsumerServices,0.003421921
08EB67,20040127,BBY,ConsumerServices,0.003422394
08EB67,20040128,BBY,ConsumerServices,0.003779471
08EB67,20040129,BBY,ConsumerServices,0.003823333
08EB67,20040130,BBY,ConsumerServices,0.00368416
08EB67,20040202,BBY,ConsumerServices,0.003544987
08EB67,20040203,BBY,ConsumerServices,0.003545122
08EB67,20040204,BBY,ConsumerServices,0.003459
08EB67,20040205,BBY,ConsumerServices,0.003952117
08EB67,20040206,BBY,ConsumerServices,0.003896082
08EB67,20040209,BBY,ConsumerServices,0.003807706
08EB67,20040210,BBY,ConsumerServices,0.003807706
08EB67,20040211,BBY,ConsumerServices,0.003990321
08EB67,20040212,BBY,ConsumerServices,0.003880749
08EB67,20040213,BBY,ConsumerServices,0.003524908
08EB67,20040216,BBY,ConsumerServices,0.003631475
08EB67,20040217,BBY,ConsumerServices,0.00362215
08EB67,20040218,BBY,ConsumerServices,0.00362215
08EB67,20040219,BBY,ConsumerServices,0.00362215
08EB67,20040220,BBY,ConsumerServices,0.003585679
08EB67,20040223,BBY,ConsumerServices,0.00395
08EB67,20040224,BBY,ConsumerServices,0.003867524
08EB67,20040225,BBY,ConsumerServices,0.003946169
08EB67,20040226,BBY,ConsumerServices,0.003946789
08EB67,20040227,BBY,ConsumerServices,0.003868282
08EB67,20040301,BBY,ConsumerServices,0.003792938
08EB67,20040302,BBY,ConsumerServices,0.003843945
08EB67,20040303,BBY,ConsumerServices,0.003825389
08EB67,20040304,BBY,ConsumerServices,0.003685089
08EB67,20040305,BBY,ConsumerServices,0.003849104
08EB67,20040308,BBY,ConsumerServices,0.003849374
08EB67,20040309,BBY,ConsumerServices,0.003868697
08EB67,20040310,BBY,ConsumerServices,0.003911291
08EB67,20040311,BBY,ConsumerServices,0.004167502
08EB67,20040312,BBY,ConsumerServices,0.004249951
08EB67,20040315,BBY,ConsumerServices,0.004166469
08EB67,20040316,BBY,ConsumerServices,0.004200815
08EB67,20040317,BBY,ConsumerServices,0.004304375
08EB67,20040318,BBY,ConsumerServices,0.004163741
08EB67,20040319,BBY,ConsumerServices,0.004103548
08EB67,20040322,BBY,ConsumerServices,0.00419397
08EB67,20040323,BBY,ConsumerServices,0.00419397
08EB67,20040324,BBY,ConsumerServices,0.00419397
08EB67,20040325,BBY,ConsumerServices,0.00419397
08EB67,20040326,BBY,ConsumerServices,0.004329259
08EB67,20040329,BBY,ConsumerServices,0.004312151
08EB67,20040330,BBY,ConsumerServices,0.004317935
08EB67,20040331,BBY,ConsumerServices,0.004160181
08EB67,20040401,BBY,ConsumerServices,0.004094257
08EB67,20040402,BBY,ConsumerServices,0.00419397
08EB67,20040405,BBY,ConsumerServices,0.00419397
08EB67,20040406,BBY,ConsumerServices,0.00419397
08EB67,20040407,BBY,ConsumerServices,0.003848739
08EB67,20040408,BBY,ConsumerServices,0.003848739
08EB67,20040409,BBY,ConsumerServices,0.003848739
08EB67,20040412,BBY,ConsumerServices,0.003894631
08EB67,20040413,BBY,ConsumerServices,0.003963307
08EB67,20040414,BBY,ConsumerServices,0.003963307
08EB67,20040415,BBY,ConsumerServices,0.0039263
08EB67,20040416,BBY,ConsumerServices,0.003926418
08EB67,20040419,BBY,ConsumerServices,0.003966954
08EB67,20040420,BBY,ConsumerServices,0.003944704
08EB67,20040421,BBY,ConsumerServices,0.00419397
08EB67,20040422,BBY,ConsumerServices,0.00419397
08EB67,20040423,BBY,ConsumerServices,0.00419397
08EB67,20040426,BBY,ConsumerServices,0.00419397
08EB67,20040427,BBY,ConsumerServices,0.00419397
08EB67,20040428,BBY,ConsumerServices,0.003804052
08EB67,20040429,BBY,ConsumerServices,0.003804052
08EB67,20040430,BBY,ConsumerServices,0.00373834
08EB67,20040503,BBY,ConsumerServices,0.003828638
08EB67,20040504,BBY,ConsumerServices,0.003829017
08EB67,20040505,BBY,ConsumerServices,0.003924246
08EB67,20040506,BBY,ConsumerServices,0.003948412
08EB67,20040507,BBY,ConsumerServices,0.003968391
08EB67,20040510,BBY,ConsumerServices,0.004195303
08EB67,20040511,BBY,ConsumerServices,0.004195303
08EB67,20040512,BBY,ConsumerServices,0.004195303
08EB67,20040513,BBY,ConsumerServices,0.004213013
08EB67,20040514,BBY,ConsumerServices,0.004213108
08EB67,20040517,BBY,ConsumerServices,0.004195303
08EB67,20040518,BBY,ConsumerServices,0.003939366
08EB67,20040519,BBY,ConsumerServices,0.004107954
08EB67,20040520,BBY,ConsumerServices,0.004143716
08EB67,20040521,BBY,ConsumerServices,0.004198712
08EB67,20040524,BBY,ConsumerServices,0.004152865
08EB67,20040525,BBY,ConsumerServices,0.004152865
08EB67,20040526,BBY,ConsumerServices,0.004097258
08EB67,20040527,BBY,ConsumerServices,0.003974078
08EB67,20040528,BBY,ConsumerServices,0.003825849
08EB67,20040531,BBY,ConsumerServices,0.003825849
08EB67,20040601,BBY,ConsumerServices,0.003697751
08EB67,20040602,BBY,ConsumerServices,0.003628913
08EB67,20040603,BBY,ConsumerServices,0.003628913
08EB67,20040604,BBY,ConsumerServices,0.003971303
08EB67,20040607,BBY,ConsumerServices,0.002637121
08EB67,20040608,BBY,ConsumerServices,0.003062952
08EB67,20040609,BBY,ConsumerServices,0.002454571
08EB67,20040610,BBY,ConsumerServices,0.002445106
08EB67,20040611,BBY,ConsumerServices,0.002445106
08EB67,20040614,BBY,ConsumerServices,0.00277318
08EB67,20040615,BBY,ConsumerServices,0.002728964
08EB67,20040616,BBY,ConsumerServices,0.002689548
08EB67,20040617,BBY,ConsumerServices,0.002689548
08EB67,20040618,BBY,ConsumerServices,0.002519512
08EB67,20040621,BBY,ConsumerServices,0.002497719
08EB67,20040622,BBY,ConsumerServices,0.002607585
08EB67,20040623,BBY,ConsumerServices,0.002607585
08EB67,20040624,BBY,ConsumerServices,0.002428402
08EB67,20040625,BBY,ConsumerServices,0.002793733
08EB67,20040628,BBY,ConsumerServices,0.002865759
08EB67,20040629,BBY,ConsumerServices,0.002761326
08EB67,20040630,BBY,ConsumerServices,0.002847482
08EB67,20040701,BBY,ConsumerServices,0.002962357
08EB67,20040702,BBY,ConsumerServices,0.00303631
08EB67,20040705,BBY,ConsumerServices,0.00303631
08EB67,20040706,BBY,ConsumerServices,0.003122674
08EB67,20040707,BBY,ConsumerServices,0.003050114
08EB67,20040708,BBY,ConsumerServices,0.00318796
08EB67,20040709,BBY,ConsumerServices,0.003041384
08EB67,20040712,BBY,ConsumerServices,0.003041519
08EB67,20040713,BBY,ConsumerServices,0.003042195
08EB67,20040714,BBY,ConsumerServices,0.0030497
08EB67,20040715,BBY,ConsumerServices,0.0030497
08EB67,20040716,BBY,ConsumerServices,0.003212562
08EB67,20040719,BBY,ConsumerServices,0.003194815
08EB67,20040720,BBY,ConsumerServices,0.003198124
08EB67,20040721,BBY,ConsumerServices,0.003198124
08EB67,20040722,BBY,ConsumerServices,0.002858753
08EB67,20040723,BBY,ConsumerServices,0.00284067
08EB67,20040726,BBY,ConsumerServices,0.002882495
08EB67,20040727,BBY,ConsumerServices,0.00288281
08EB67,20040728,BBY,ConsumerServices,0.00296099
08EB67,20040729,BBY,ConsumerServices,0.002944764
08EB67,20040730,BBY,ConsumerServices,0.002944764
08EB67,20040802,BBY,ConsumerServices,0.003076532
08EB67,20040803,BBY,ConsumerServices,0.003083677
08EB67,20040804,BBY,ConsumerServices,0.003083677
08EB67,20040805,BBY,ConsumerServices,0.003052293
08EB67,20040806,BBY,ConsumerServices,0.003173
08EB67,20040809,BBY,ConsumerServices,0.003099214
08EB67,20040810,BBY,ConsumerServices,0.003261005
08EB67,20040811,BBY,ConsumerServices,0.003261005
08EB67,20040812,BBY,ConsumerServices,0.003261005
08EB67,20040813,BBY,ConsumerServices,0.003197437
08EB67,20040816,BBY,ConsumerServices,0.003060717
08EB67,20040817,BBY,ConsumerServices,0.003240614
08EB67,20040818,BBY,ConsumerServices,0.003218528
08EB67,20040819,BBY,ConsumerServices,0.003253623
08EB67,20040820,BBY,ConsumerServices,0.003051421
